file_path,class_name,class_idx,z_group,split,file_name
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_0.jpg,actin,0,Z010,test,Z10_0.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_1.jpg,actin,0,Z010,test,Z10_1.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_10.jpg,actin,0,Z010,test,Z10_10.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_11.jpg,actin,0,Z010,test,Z10_11.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_12.jpg,actin,0,Z010,test,Z10_12.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_13.jpg,actin,0,Z010,test,Z10_13.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_14.jpg,actin,0,Z010,test,Z10_14.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_15.jpg,actin,0,Z010,test,Z10_15.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_16.jpg,actin,0,Z010,test,Z10_16.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_17.jpg,actin,0,Z010,test,Z10_17.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_18.jpg,actin,0,Z010,test,Z10_18.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_19.jpg,actin,0,Z010,test,Z10_19.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_2.jpg,actin,0,Z010,test,Z10_2.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_20.jpg,actin,0,Z010,test,Z10_20.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_21.jpg,actin,0,Z010,test,Z10_21.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_22.jpg,actin,0,Z010,test,Z10_22.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_23.jpg,actin,0,Z010,test,Z10_23.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_24.jpg,actin,0,Z010,test,Z10_24.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_25.jpg,actin,0,Z010,test,Z10_25.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_26.jpg,actin,0,Z010,test,Z10_26.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_27.jpg,actin,0,Z010,test,Z10_27.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_28.jpg,actin,0,Z010,test,Z10_28.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_29.jpg,actin,0,Z010,test,Z10_29.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_3.jpg,actin,0,Z010,test,Z10_3.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_30.jpg,actin,0,Z010,test,Z10_30.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_31.jpg,actin,0,Z010,test,Z10_31.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_32.jpg,actin,0,Z010,test,Z10_32.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_33.jpg,actin,0,Z010,test,Z10_33.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_34.jpg,actin,0,Z010,test,Z10_34.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_35.jpg,actin,0,Z010,test,Z10_35.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_36.jpg,actin,0,Z010,test,Z10_36.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_37.jpg,actin,0,Z010,test,Z10_37.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_38.jpg,actin,0,Z010,test,Z10_38.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_39.jpg,actin,0,Z010,test,Z10_39.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_4.jpg,actin,0,Z010,test,Z10_4.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_40.jpg,actin,0,Z010,test,Z10_40.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_41.jpg,actin,0,Z010,test,Z10_41.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_42.jpg,actin,0,Z010,test,Z10_42.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_43.jpg,actin,0,Z010,test,Z10_43.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_44.jpg,actin,0,Z010,test,Z10_44.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_45.jpg,actin,0,Z010,test,Z10_45.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_46.jpg,actin,0,Z010,test,Z10_46.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_47.jpg,actin,0,Z010,test,Z10_47.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_48.jpg,actin,0,Z010,test,Z10_48.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_49.jpg,actin,0,Z010,test,Z10_49.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_5.jpg,actin,0,Z010,test,Z10_5.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_50.jpg,actin,0,Z010,test,Z10_50.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_51.jpg,actin,0,Z010,test,Z10_51.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_52.jpg,actin,0,Z010,test,Z10_52.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_53.jpg,actin,0,Z010,test,Z10_53.jpg
/content/drive/MyDrive/494_Project_test_3/COMI/dataset/BPAEC/actin/Z010/Z10_54.jpg,actin,0,Z010,test,Z10_54.jpg
